Company Name,Price,High,Low,Pct Increase
SAB Industries Ltd.,33.75,61.95,27.85,21.18491921
Sabero Organics Gujarat Ltd.,175.05,206.9,110.2,58.84754991
Saboo Brothers Ltd.,8.05,22,8.05,0
Saboo Sodium Chloro Ltd.,4,7.5,2.27,76.21145374
Sabrimala Industries Ltd.,5.5,6.46,4.77,15.30398323
Sacheta Metals Ltd.,15.01,19.3,10,50.1
Sadbhav Engineering Ltd.,49.2,142,23.4,110.2564103
Sadbhav Infrastructure Projects Ltd.,15.85,47,10.9,45.41284404
Sadhana Nitrochem Ltd.,19.85,33.25,13,52.69230769
Sadhna Broadcast Ltd Ltd.,9.34,15.8,7,33.42857143
Safal Herbs Ltd.,1.38,2.16,0.56,146.4285714
Safal Securities Ltd.,0.91,1,0.91,0
Safari Industries (India) Ltd.,478.5,732.95,295.45,61.95633779
Saffron Industries Ltd.,1.56,12.25,1.56,0
Sagar Cements Ltd.,752.9,828.95,246,206.0569106
Sagar Productions Ltd.,9.41,12.34,3.86,143.7823834
Sagar Soya Products Ltd.,0.61,0.83,0.61,0
Sagarsoft Ltd.,75.95,198,23.1,228.7878788
Sagarsoft India Ltd.,72.25,87,23.1,212.7705628
Sahara Housingfina Corporation Ltd.,34.35,42.7,20.8,65.14423077
Sahara One Media and Entertainment Ltd.,17.65,18.53,8.95,97.20670391
Saheli Leasing and Industries Ltd.,11,11.05,10.9,0.917431193
Sahil Financial Services Ltd.,51.2,57.55,51.2,0
Sahyadri Industries Ltd.,292.7,292.7,53.15,450.7055503
Sai Baba Investment And Commercial Enterprises Ltd.,1.45,3.82,1.12,29.46428571
Sai Capital Ltd.,16.1,50,16.1,0
Saianand Commercial Ltd.,5.85,26.25,5.85,0
Steel Authority of India Ltd.,40.3,51.85,20.15,100
Sainik Finance & Industries Ltd.,17.1,34.6,12.31,38.9114541
Saint-Gobain Sekurit Ltd.,58.7,75.9,26,125.7692308
Saksoft Ltd.,322.9,447,105.5,206.0663507
Sakthi Finance Ltd.,13.31,18.25,10.02,32.83433134
Sakthi Sugars Ltd.,8.25,13.57,5,65
Sal Automotive Ltd.,145.2,194.7,82,77.07317073
SAL Steel Ltd.,2.6,4.36,1.6,62.5
Salasar Techno Engineering Ltd.,225.15,237,68.8,227.252907
Salem Erode Investments Ltd.,1.89,1.89,1.31,44.27480916
Salguti Industries Ltd.,9.5,14.75,9.5,0
Salona Cotspin Ltd.,64,87.8,36.05,77.53120666
Salora International Ltd.,17.5,22.8,9.45,85.18518519
Salzer Electronics Ltd.,113.3,129.15,47.3,139.5348837
Sam Industries Ltd.,5.92,9.5,5.39,9.833024119
Sam Leaseco Ltd.,12.85,50,12.85,0
Sambandam Spinning Mills Ltd.,53.5,76.95,45.2,18.36283186
Sambhaav Media Ltd.,1.91,4.28,1.25,52.8
Samkrg Pistons and Rings Ltd.,122.15,145.95,70.25,73.87900356
Sampre Nutritions Ltd.,10.98,28,8.79,24.91467577
Samrat Pharmachem Ltd.,112.35,144,47.1,138.5350318
Samruddhi Realty Ltd.,4.8,15.85,4.39,9.339407745
Samtel (India) Ltd.,1.89,2.93,1.5,26
Samtel Colour Ltd.,0.3,2.2,0.29,3.448275862
Samtex Fashions Ltd.,0.49,0.9,0.31,58.06451613
Samyak International Ltd.,9.25,13.35,6.39,44.75743349
Sanathnagar Enterprises Ltd.,9.43,13.35,6.45,46.20155039
Sanblue Corporation Ltd.,21,21.55,5.24,300.7633588
Sancia Global Infraprojects Ltd.,0.3,1,0.29,3.448275862
Sanco Trans Ltd.,140.1,193.9,104.5,34.06698565
Sand Plast (India) Ltd.,1.87,3.2,1.1,70
Sandesh Ltd.,518,752,380,36.31578947
Sandhar Technologies Ltd.,223.25,302,121.1,84.35177539
SandS Power Switchgear Ltd.,7.1,10.6,1.65,330.3030303
Sandu Pharmaceuticals Ltd.,26.9,34.35,10.45,157.4162679
Sandur Manganese and Iron Ores Ltd.,770.95,922,295.45,160.9409376
Sang Froid Labs (India) Ltd.,1.32,1.56,1.14,15.78947368
Sangal Papers Ltd.,75.4,93,45.1,67.18403548
Sangam (India) Ltd.,50,70.5,33.6,48.80952381
Sangam Renewables Ltd.,13.65,19.5,7.42,83.96226415
Sanghi Corporate Services Ltd.,5.46,6.16,5.2,5
Sanghi Industries Ltd.,33.1,44.3,15.15,118.4818482
Sanghvi Brands Promoters Ltd.,4.8,16.45,2.46,95.12195122
Sanghvi Forging and Engineering Ltd.,18.15,32.85,13.7,32.48175182
Sanghvi Movers Ltd.,84.5,120,44.65,89.24972004
Sanguine Media Ltd.,0.19,0.21,0.19,0
Sanjivani Parenteral Ltd.,9.28,9.45,5.66,63.95759717
Sankhya Infotech Ltd.,3.3,5.51,1.73,90.75144509
Sanmit Infra Ltd.,74.55,163,30.5,144.4262295
Sanmitra Commercial Ltd.,9.99,9.07,5,99.8
Sanofi India Ltd.,8084.8,8999,5900.05,37.02934721
Sanraa Media Ltd.,0.05,0.1,0.05,0
Sanrhea Technical Textile Ltd.,8.4,44.1,8.4,0
Santosh Fine-Fab Ltd.,9.5,10.9,7,35.71428571
Santosh Industries Ltd Ltd.,326.45,383.2,274,19.14233577
Santowin Corporation Ltd.,0.53,0.53,0.28,89.28571429
Sanwaria Consumer Ltd.,1.48,4.15,0.9,64.44444444
Sapan Chemicals Ltd.,1.24,2.58,1.09,13.76146789
Saptak Chem And Business Ltd.,2.87,2.87,0.4,617.5
Saptarishi Agro Industries Ltd.,9.5,9.76,4.45,113.4831461
SAR Auto Products Ltd.,207.9,390,189.05,9.970907167
Sarang Chemicals Ltd.,0.12,0.65,0.1,20
Saraswati Commercial (India) Ltd.,1045,1057.05,79.2,1219.444444
Sarda Energy and Minerals Ltd.,306.35,314.9,97.5,214.2051282
Sarda Papers Ltd.,6.82,7.16,6.48,5.24691358
Sarda Proteins Ltd.,10,10,4.96,101.6129032
Saregama India Ltd.,784.65,815.35,185,324.1351351
Sarla Performance Fibers Ltd.,17.5,28,10.85,61.29032258
Sarthak Global Ltd.,4.75,5.4,4.7,1.063829787
Sarthak Industries Ltd.,8,8,6.87,16.44832606
Sarthak Metals Ltd.,24.85,25,9.2,170.1086957
Sarup Industries Ltd.,19,32.9,16.75,13.43283582
Sarvottam Finvest Ltd.,33,33,33,0
Sashwat Technocrats Ltd.,81.9,81.9,34.45,137.7358491
Sasken Technologies Ltd.,688.3,794.2,342.2,101.1396844
Sasta Sundar Ventures Ltd.,131.3,151.55,40,228.25
Sat Industries Ltd.,17,35.85,14.5,17.24137931
Satellite Engineering Ltd.,4.56,14.28,3.01,51.49501661
Satia Industries Ltd.,94.05,142.9,57,65
Satin Creditcare Network Ltd.,63.1,228.95,43.07,46.50568841
Satin Creditcare Network Ltd - PP Ltd.,28,76.85,18,55.55555556
Satkar Finlease Ltd.,1.73,2.62,1.56,10.8974359
Satra Properties India Ltd.,0.76,1.7,0.45,68.88888889
Sathavahana Ispat Ltd.,2.22,3.24,1.3,70.76923077
Satya Miners & Transporters Ltd.,3.2,4.95,3.2,0
Saumya Capital Ltd.,0.22,0.55,0.22,0
Saumya Consultants Ltd.,45,57.3,45,0
Saurashtra Cement Ltd.,45.05,57.35,23,95.86956522
Savani Financial Ltd.,8.93,10.05,7.55,18.2781457
Savant Infocomm Ltd.,1.57,1.77,1.57,0
Saven Technologies Ltd.,50,53.05,10.51,375.737393
Savera Industries Ltd.,33.55,54.35,28.3,18.55123675
Savita Oil Technologies Ltd.,696,938,497,40.04024145
Sawaca Finance Ltd.,0.6,1.27,0.47,27.65957447
Sayaji Hotels Ltd.,157,263.9,145.7,7.75566232
Sayaji Industries Ltd.,143.1,152.25,81.1,76.44882861
SBandT International Ltd.,1.43,2.11,1.37,4.379562044
SBC Exports Ltd.,42.15,43.1,23.1,82.46753247
SBEC Sugars Ltd.,6.66,8.4,3.34,99.4011976
State Bank of India,240.2,351,149.55,60.61517887
SBI BONDSII,10720,11440,10711,0.084025768
SBI Cards & Payment Services Ltd.,782.6,918.6,495.25,58.02120141
SBI - ETF BSE 100,134.99,139,70.95,90.260747
SBI Mutual Fund - Gold Exchange Traded Scheme Ltd.,4559.98,5100,3366.5,35.45165602
SBI Life Insurance Company Ltd.,862.7,1025.55,520,65.90384615
SBI Mutual Fund - Sensex ETF,471.83,499,300,57.27666667
SBIBIVNR,10832,11475,10830,0.018467221
SBIBIVR,10858.97,11920,10835,0.221227503
SC Agrotech Ltd.,0.8,3.43,0.75,6.666666667
Scan Projects Ltd.,3.17,10.55,2.15,47.44186047
Scan Steels Ltd.,18.5,33.05,14.15,30.74204947
Scandent Imaging Ltd.,6.23,14.33,5.37,16.01489758
Scanpoint Geomatics Ltd.,18.8,27.4,16.15,16.40866873
Schablona India Ltd.,10.61,16.45,8.57,23.80396733
Schaeffler India Ltd.,3795.2,4950,3044.1,24.67395946
Schneider Electric Infrastructure Ltd.,85.6,113.9,58,47.5862069
Schneider Electric President Systems Ltd.,155.1,209.9,125.05,24.03038784
Scintilla Commercial & Credit Ltd.,8.77,13.75,8.77,0
Scooters India Ltd.,29.45,48.7,14.25,106.6666667
Scope Industries (India) Ltd.,1.52,4.56,1.38,10.14492754
SDC Techmedia Ltd.,7.3,15.8,7.3,0
Sagar Diamonds Ltd.,8.05,19.2,5.5,46.36363636
Sea TV Network Ltd.,3.15,3.67,2.64,19.31818182
SEACOAST SHIPPING SERVICES Ltd.,71.85,73.3,12.5,474.8
Seamec Ltd.,396.9,530,195,103.5384615
Seasons Furnishings Ltd.,1.03,2.92,0.95,8.421052632
Seasons Textiles Ltd.,6.26,9,4.24,47.64150943
SecMark Consultancy Ltd.,48.6,135,48.6,0
Secunderabad Healthcare Ltd.,0.92,1.73,0.92,0
SecUR Credentials Ltd.,122.5,132,1,12150
Secure Earth Technologies Ltd.,2.01,20,2.01,0
SAKUMA EXPORTS LTD. Ltd.,5.21,9.72,3,73.66666667
SEL Manufacturing Company Ltd.,2.47,3.6,0.39,533.3333333
Selan Exploration Technology Ltd.,103,181,62.35,65.19647153
Sellwin Traders Ltd.,12.19,14.17,12.19,0
Senbo Industries Ltd.,7,7.71,6.99,0.143061516
Senthil Infotek Ltd.,3.79,7,3.43,10.49562682
Sequel e-Routers Ltd.,17,18.05,16.3,4.294478528
Sequent Scientific Ltd.,151.8,168.8,52,191.9230769
SER Industries Ltd.,18.2,19.25,10.33,76.18586641
Servalakshmi Paper Ltd.,1.33,3.39,1.19,11.76470588
Servotech Enterprises Ltd.,3.43,4,3.43,0
Seshasayee Paper and Boards Ltd.,130.05,193,82.05,58.50091408
Setco Automotive Ltd.,10.15,16.4,5.45,86.23853211
Setubandhan Infrastructure Ltd.,0.69,1.44,0.4,72.5
Seya Industries Ltd.,61.65,151,36.5,68.90410959
Sezal Glass Ltd.,3.05,5,2.29,33.18777293
SFL International Ltd.,0.75,2.5,0.67,11.94029851
Sovereign Gold Bond 2.50% 2027 SR-III Ltd.,2790.01,3215,2601.25,7.256511293
Sovereign Gold Bonds 2.50% April 2028 Sr-I 2020-21 Ltd.,4901,5554,4600,6.543478261
Sovereign Gold Bonds 2.50% AUG28 Sr. V FY 2020-21 Ltd.,4892,5334,4651.01,5.181455211
Sovereign Gold Bonds 2.50% SEP28 Series VI FY 2020 Ltd.,4950,5117,4625,7.027027027
Sovereign Gold Bonds 2.50% May 2028 Sr-II 2020-21 Ltd.,4855.1,5501,4453.9,9.007835829
Sovereign Gold Bonds 2.50% Feb 2028 Sr- IX 2019-20 Ltd.,5099.9,5330,4587.9,11.15978988
Sovereign Gold Bonds Scheme 2020-21 - Series VII Ltd.,5127,5127,5127,0
Sovereign Gold Bond 2020-21-Sr. IV-July 28 Ltd.,4860,5325,4620,5.194805195
Sovereign Gold Bonds 2.50% Oct 2028 Sr-VII Ltd.,5043.99,5300,4750,6.189263158
SGN Cable Industries Ltd.,0.19,0.2,0.19,0
Shah Alloys Ltd.,6.81,10.64,4.51,50.99778271
Shah Construction Company Ltd.,55.1,55.1,50,10.2
Shah Foods Ltd.,18.05,42,16,12.8125
Shahi Shipping Ltd.,5.51,9.79,3.5,57.42857143
Shailja Commercial Trade Frenzy Ltd.,6.65,10.23,5.1,30.39215686
Shaily Engineering Plastics Ltd.,631,716.95,180,250.5555556
Shakti Press Ltd.,7.55,16.25,6.94,8.78962536
Shakti Pumps (India) Ltd.,231.85,307.7,102.1,127.0812929
Shalby Ltd.,91.5,120.7,40.05,128.4644195
Shalibhadra Finance Ltd.,67.25,87.95,34.8,93.24712644
Shalimar Agencies Ltd.,11.65,12.36,11.11,4.860486049
Shalimar Paints Ltd.,68.5,111,43.85,56.21436716
Shalimar Productions Ltd.,0.49,0.55,0.49,0
Shalimar Wires Industries Ltd.,3.79,6.78,3.16,19.93670886
Shangar Decor Ltd.,16.5,30.15,7.11,132.0675105
Shankar Lal Rampal Dye-Chem Ltd.,35.48,53.33,30.75,15.38211382
Shankara Building Products Ltd.,296.25,583,214.6,38.04753029
Shantai Industries Ltd.,30.15,56.9,30.15,0
Shantanu Sheorey Aqua Ltd.,0.86,0.86,0.19,352.6315789
Shanthi Gears Ltd.,99.95,128.6,56.3,77.53108348
Shanti Educational Initiatives Ltd.,117,171,90,30
Shanti Pharmacetucial Laboratories Ltd.,8,8,8,0
Shantivijay Jewels Ltd.,59.9,119.25,58.15,3.009458298
Sharad Fibres and Yarn Processors Ltd.,10.98,11.55,10,9.8
Sharanam Infraproject and Trading Ltd.,1.1,1.1,1,10
Sharat Industries Ltd.,28.6,28.6,0.4,7050
Sharda Cropchem Ltd.,275,329.05,99,177.7777778
Sharda Ispat Ltd.,35,60,23.75,47.36842105
Sharda Motor Industries Ltd.,1539.5,1598.4,483,218.73706
Shardul Securities Ltd.,43.05,56,27.25,57.98165138
Share India Securities Ltd.,101,119.2,36.15,179.3914246
Sharika Enterprises Ltd.,32.5,36,11,195.4545455
Sharon Bio Medicine Ltd.,3.21,7.43,2.6,23.46153846
Sharp India Ltd.,20.45,44.1,8.56,138.9018692
Sharp Industries Ltd.,4.74,13.34,4.74,0
Sharp Investments Ltd.,0.2,0.26,0.15,33.33333333
Shashank Traders Ltd.,16.25,18,14.7,10.54421769
Shashijit Infraprojects Ltd.,29.1,35.5,17,71.17647059
Shasun Pharmaceuticals Ltd.,428.85,432.05,214.9,99.55793392
Sheela Foam Ltd.,1359.45,1770,1101,23.47411444
Sheetal Cool Products Ltd.,163.7,185.95,84.05,94.76502082
Sheetal Diamonds Ltd.,1.71,1.98,1.25,36.8
Sheetal Securities Finance Ltd.,0.16,0.76,0.16,0
Shekhawati Poly-Yarn Ltd.,0.38,0.4,0.23,65.2173913
Shelter Infra Projects Ltd.,16.4,16.44,7.99,105.2565707
Shemaroo Entertainment Ltd.,54.1,189.8,41.8,29.42583732
Sheraton Properties Ltd.,11.52,11.52,11.52,0
Shervani Industrial Syndicate Ltd.,235.55,589.95,186.1,26.57173563
Sheshadri Industries Ltd.,3.6,4.43,3.6,0
Shetron Ltd.,19,24.35,13.8,37.68115942
Somany Home Innovation Ltd.,126,192.8,0,12600
Shilchar Technologies Ltd.,179.9,206,70,157
Shilp Gravures Ltd.,69.5,74.95,34,104.4117647
Shilpa Medicare Ltd.,428.75,692.45,240.3,78.42280483
Shilpi Cable Technologies Ltd.,1.1,8.21,1.1,0
Satkar Finlease Ltd.,1.73,2.62,1.56,10.8974359
Shipping Corporation of India Ltd.,52.9,69.8,31.65,67.14060032
Shirpur Gold Refinery Ltd.,7.66,18.4,5.2,47.30769231
Shish Industries Ltd.,61.1,63,34.9,75.07163324
Shiva Cement Ltd.,13.8,16.65,6.6,109.0909091
Shiva Global Agro Industries Ltd.,37.5,54.45,11.01,240.599455
Shiva Granito Export Ltd.,1.9,3.52,1.68,13.0952381
Shiva Medicare Ltd.,14.5,25,12.02,20.63227953
Shiva Mills Ltd.,23.25,40.8,17.4,33.62068966
Shiva Texyarn Ltd.,85.8,138,40.6,111.3300493
Shivagrico Implements Ltd.,4.7,5.32,4.7,0
Shivalik Bimetal Controls Ltd.,67.25,69.9,19.5,244.8717949
Shivalik Rasayan Ltd.,490.95,545,188.6,160.3128314
Shivam Autotech Ltd.,17.65,31.15,8.25,113.9393939
Shivamshree Businesses Ltd.,0.48,0.6,0.26,84.61538462
Shivansh Finserv Ltd.,0.48,2.42,0.4,20
Shivom Investment & Consultancy Ltd.,0.7,2.58,0.7,0
Shoppers Stop Ltd.,187.85,446.6,131.35,43.01484583
Shree Ajit Pulp and Paper Ltd.,159.1,204.5,121.6,30.83881579
Shree Bhavya Fabrics Ltd.,3.55,4.56,2.09,69.85645933
Shree Cements Ltd.,23866.95,25341.2,15500,53.98032258
Shree Digvijay Cement Company Ltd.,60.95,66.85,18.15,235.8126722
Shree Ganesh Jewellery House (I) Ltd.,0.82,4.45,0.82,0
Shree Ganesh Remedies Ltd.,125,144.3,53.43,133.9509639
Shree Global Tradefin Ltd.,1.14,2.57,1.14,0
Shree Hanuman Sugar & Industries Ltd.,1.38,1.92,1.1,25.45454545
Shree Hari Chemical Exports Ltd.,23,44.95,10.83,112.3730379
Shree Karthik Paper Ltd.,2.93,5.36,1.48,97.97297297
Shree Krishna Paper Mills and Industries Ltd.,21.75,28.35,21.75,0
Shree Krishna Infrastructure Ltd.,5.15,5.63,5.15,0
Shree Metalloys Ltd.,22.85,26.6,7,226.4285714
Shree Manufacturing Company Ltd.,4.22,5,3.04,38.81578947
Shree Nath Commercial & Finance Ltd.,0.5,0.5,0.19,163.1578947
Shree Neelachal Laboratories Ltd.,17.45,15.25,11.75,48.5106383
Shree Nidhi Trading Ltd.,2.65,10.03,0.93,184.9462366
Shree Pacetronix Ltd.,10.84,13.23,10.84,0
Shree Precoated Steels Ltd.,5.35,5.78,2.5,114
Shree Pushkar Chemicals and Fertilisers Ltd.,102.05,143.5,57,79.03508772
Shree Rajasthan Syntex Ltd.,2.95,8.6,1.31,125.1908397
Shree Rajeshwar Paper Ltd.,1.82,5.92,1.82,0
Shree Ram Urban Infrastructure Ltd.,37,81.35,33.55,10.28315946
Shree Rama Newsprint Ltd.,12.61,18.75,9.6,31.35416667
Shree Rang Mark Travels Ltd.,10.94,10.96,10.42,4.990403071
Shree Renuka Sugars Ltd.,10,12.45,3.2,212.5
Shree Salasar Investments Ltd.,12,12,0,1200
Shree Securities Ltd.,10,10,10,0
Shree Shaleen Textiles Ltd.,6.06,59.95,4.93,22.92089249
Shree Steel Wire Ropes Ltd.,20.35,20.5,9.74,108.9322382
Shree Tulsi Online.Com Ltd.,2.52,11.5,2.33,8.154506438
Shree Vallabh Glass Works Ltd.,5,5,5,0
Shree Ganesh Biotech (India) Ltd Ltd.,110.9,136,98.7,12.36068896
Shreejal Info Hubs Ltd.,1.06,1.34,1.06,0
Shreeji Translogistics Ltd.,28,50,23.7,18.14345992
Shreekrishna Biotech Ltd.,141.4,337.15,66.5,112.6315789
Shreeom Trades Ltd.,147,147,105.15,39.80028531
Shreeshay Engineers Ltd.,16,16.5,15.5,3.225806452
Shreevatsaa Finance and Leasing Ltd.,2.61,4.13,2.5,4.4
Shreeyash Industries Ltd.,40.85,50,40.85,0
Shrenuj and Company Ltd.,0.58,3.14,0.58,0
Shreyans Industries Ltd.,70.45,128,55.5,26.93693694
Shreyas Intermediates Ltd.,7.48,7.48,2.35,218.2978723
Shreyas Shipping Ltd.,66.6,105.2,35,90.28571429
Shri Aster Silicates Ltd.,1.28,1.36,1.17,9.401709402
Shri Bajrang Alliance Ltd.,50.05,64.8,15.8,216.7721519
Shri Bhawani Ltd.,3.38,3.7,3.38,0
Shri Dinesh Mills Ltd.,155,158.05,76.1,103.6793693
Shri Kalyan Holdings Ltd.,3.07,3.12,3.01,1.993355482
Shri Krishna Devcon Ltd.,22.8,28.9,19.8,15.15151515
Shri Lakshmi Cotsyn Ltd.,1.81,8.53,1.81,0
Shri Mahalaxmi Agricultural Development Ltd.,3.42,111,3.42,0
Shri Niwas Leasing And Finance Ltd.,8.36,40,8.36,0
Shree Rama Multi Tech Ltd.,6.97,9.98,3.22,116.4596273
Shricon Industries. Ltd.,33.4,38.5,33.4,0
Shriram Asset Management Company Ltd.,47.6,135.95,42.9,10.95571096
Shriram City Union Finance Ltd.,933,1571.65,617,51.21555916
Shriram EPC Ltd.,3.55,7.28,1.96,81.12244898
Shriram Transport Finance Corporation Ltd.,857.5,1331.8,428.7,100.0233263
Shristi Infrastructure Development Corporation Ltd.,34.95,110,34.95,0
Shubham Polyspin Ltd.,48.5,87.5,33.15,46.30467572
Shubhra Leasing Finance And Investment Company Ltd.,32.8,39.5,13.35,145.6928839
Shukla Data Technics Ltd.,10,10,10,0
Shukra Capitals Ltd.,22.5,22.5,14,60.71428571
Shukra Diamond Exports Ltd.,13.21,21.75,13.21,0
Shyam Century Ferrous Ltd.,4,5.39,1.77,125.9887006
Shyam Telecom Ltd.,4.28,8.97,4.28,0
Shyama Infosys Ltd.,1.63,1.63,1.2,35.83333333
Shyamkamal Investments Ltd.,11.49,11.49,9.45,21.58730159
Sibar Auto Parts. Ltd.,9.48,20.5,6.37,48.82260597
Sicagen India Ltd.,12.7,20.8,7.8,62.82051282
Sical Logistics Ltd.,9.89,23.65,4.95,99.7979798
Siddha Ventures Ltd.,1,12.5,0.98,2.040816327
Siddharth Education Services Ltd.,14.75,43.25,18.4,19.83695652
Siddhartha Tubes Ltd.,2.85,4.2,2.85,0
Sidh Automobiles Ltd.,12.5,12.5,10,25
Siel Financial Services Ltd.,2.05,4.21,1.35,51.85185185
Siemens Ltd.,1405.85,1694.55,947,48.4530095
Signet Industries Ltd.,19.2,28.6,13.3,44.36090226
Sigrun Holdings Ltd.,0.19,0.22,0.12,58.33333333
Sika Interplant Systems Ltd.,237,285,104.95,125.8218199
Sikozy Realtors Ltd.,0.9,0.9,0.68,32.35294118
SIL Investments Ltd.,143.75,176,70,105.3571429
Silicon Valley Infotech Ltd.,0.03,0.03,0.03,0
Silktex Ltd.,4.45,9.19,3.82,16.4921466
Silver Oak (India) Ltd.,13.4,20.4,8.17,64.01468788
Silver Oak Commercial Ltd.,3.35,4.57,3.1,8.064516129
Silverpoint Infratech Ltd.,8,8,7.41,7.962213225
Silverton Spinners Ltd.,0.56,1.24,0.54,3.703703704
Simbhaoli Sugars Ltd.,5.65,9.39,3.56,58.70786517
Simmonds-Marshall Ltd.,39.4,48.95,17.1,130.4093567
Simplex Castings Ltd.,19.95,39.8,15,33
Simplex Infrastructures Ltd.,30,64.1,16.45,82.37082067
Simplex Mills Company Ltd.,19.1,19.5,10,91
Simplex Papers Ltd.,0.78,0.9,0.54,44.44444444
Simplex Projects Ltd.,11.33,28.5,11.56,1.989619377
Simplex Realty Ltd.,42.95,61.5,29.55,45.34686971
Simplex Trading & Agencies Ltd.,48.45,215.2,22.41,116.1981258
Simran Farms Ltd.,48.6,57.85,17.2,182.5581395
Sinclairs Hotels Ltd.,41.95,71.8,27.2,54.22794118
Sindhu Trade Links Ltd.,45.3,75,42.3,7.092198582
Singer India Ltd.,35.8,37.15,15.5,130.9677419
Sinnar Bidi Udyog Ltd.,205.05,225.75,205.05,0
Sintex Industries Ltd.,3.06,3.93,0.57,436.8421053
Sintex Plastics Technology Ltd.,2.5,4.54,0.56,346.4285714
SIP Industries Ltd.,2.67,3.66,2.55,4.705882353
Sir Shadi Lal Enterprises Ltd.,42,50.3,24.75,69.6969697
Sirhind Enterprises Ltd.,36.5,42.75,36.5,0
Sirohia & Sons Ltd.,8.68,12.41,8.39,3.456495828
Sirpur Paper Mills Ltd.,10.64,12.45,7.66,38.90339426
Security & Intelligence Services India Ltd.,384,555.5,313.65,22.42945959
Space Incubatrics Technologies Ltd.,0.49,0.58,0.26,88.46153846
Sita Enterprises Ltd.,9.8,16.8,7.18,36.4902507
Sita Shree Food Products Ltd.,0.39,0.8,0.39,0
Siti Networks Ltd.,0.55,2.75,0.5,10
Siyaram Silk Mills Ltd.,144.6,269.9,94,53.82978723
SJ Corporation Ltd.,12,12.9,10.45,14.83253589
SJVN Ltd.,22.7,27.3,17.15,32.36151603
SKF India Ltd.,1570.8,2313,1237.5,26.93333333
SKIL Infrastructure Ltd.,2.19,5.89,2.12,3.301886792
Skipper Ltd.,50.05,60.35,17.55,185.1851852
SKM Egg Products Export (India) Ltd.,48.5,116.3,44,10.22727273
SKP Securities Ltd.,43.5,65,29.4,47.95918367
Sky Gold Ltd.,181.5,205,180,0.833333333
Sky Industries Ltd.,32.95,34.65,18.7,76.20320856
Skyline Millars Ltd.,3.7,5.02,2.15,72.09302326
Skyline Ventures India Ltd.,10.41,11.52,10.41,0
Skypak Service Specialist Ltd.,2.76,4.73,2.76,0
SM Auto Stamping Ltd.,15.5,18,0,1550
SM Energy Teknik and Electronics Ltd.,3.48,4.5,3.48,0
Smart Finsec Ltd.,54.35,77.3,45.55,19.3194292
Smartlink Holdings Ltd.,72.5,100.9,50,45
SMC Credits Ltd.,10,10,10,0
SMIFS LIMITED Ltd.,30.6,37.85,18.7,63.63636364
Smilax Industries Ltd.,0.71,0.71,0.68,4.411764706
Smiths & Founders Ltd.,0.64,0.7,0.24,166.6666667
SML Isuzu Ltd.,419.85,664,280,49.94642857
Smruthi Organics Ltd.,292,335.25,65.1,348.5407066
SMS Lifesciences India Ltd.,597.45,716.75,157,280.5414013
SMS Pharmaceuticals Ltd.,84.35,101.8,23.55,258.1740977
SMS Techsoft (India) Ltd.,0.05,0.12,0.05,0
SNL Bearings Ltd.,128,215.45,65.25,96.16858238
Snowman Logistics Ltd.,60,60.05,24.6,143.902439
SNS Textiles Ltd.,0.7,1.2,0.46,52.17391304
Sobha Ltd.,306.75,463.3,117.9,160.178117
Socrus Bio Sciences Ltd.,0.48,1.54,0.48,0
Sofcom Systems Ltd.,15.54,15.54,14.11,10.13465627
Softbpo Global Services Ltd.,109,110,109,0
Softech Infinium Solutions Ltd.,1.02,1.03,1.02,0
Softrak Biotech Ltd.,10,2.7,0.25,3900
Softsol India Ltd.,40.15,67.5,19.15,109.6605744
Software Tech Gr Ltd.,1.05,1.7,0.95,10.52631579
Solar Industries India Ltd.,978.05,1350,772.05,26.6822097
SOLARA ACTIVE PHARMA SCIENCES Ltd.,1054.05,1310,366.8,187.3636859
Solid Carbide Tools Ltd.,0.25,0.26,0.19,31.57894737
Solid Containers Ltd.,31.5,31.5,4.4,615.9090909
Solid Stone Company Ltd.,62,62.5,11.36,445.7746479
Solis Marketing Ltd.,0.19,0.21,0.19,0
Solitaire Machine Tools Ltd.,22,32,15.5,41.93548387
Som Datt Finance Corp Ltd.,12.92,23.3,10.47,23.40019102
Som Distilleries and Breweries Ltd.,25.85,59.2,22.5,14.88888889
Soma Papers and Industries Ltd.,15.77,15.77,13.65,15.53113553
Soma Textiles and Industries Ltd.,3,4.03,1.66,80.72289157
Somany Ceramics Ltd.,258.55,265.5,77,235.7792208
Somi Conveyor Beltings Ltd.,19.95,37.5,9.15,118.0327869
Sonal Adhesives Ltd.,8.74,9.19,5.7,53.33333333
Sonal Mercantile Ltd.,14.05,50,10,40.5
Sonata Software Ltd.,345,378.3,148.1,132.950709
Soni Medicare Ltd.,36.2,38,36.2,0
Soril Infra Resources Ltd.,68.85,150.35,36.9,86.58536585
Source Industries (India) Ltd.,0.38,0.4,0.32,18.75
Source Natural Foods and Herbal Supplements Ltd.,158.85,178.5,45.4,249.8898678
South India Paper Mills Ltd.,61,85.8,32.6,87.11656442
South Asian Entertrainment Ltd.,9.26,9.27,2.45,277.9591837
South Indian Bank Ltd.,6.69,11.47,4.85,37.93814433
Southern Latex Ltd.,6.85,10.5,4.97,37.82696177
Southern Online Bio Technologies Ltd.,0.93,2.16,0.89,4.494382022
Southern Gas Ltd.,162.6,221.85,162.6,0
Southern Infosys Ltd.,5.93,14.25,5.6,5.892857143
